player_id,name,stats_url,year,overall_winrate,citizen_winrate,sheriff_winrate,mafia_winrate,don_winrate,total_games,citizen_games,sheriff_games,mafia_games,don_games,extra_points_avg_10_games,extra_points_mafia_avg,extra_points_don_avg,extra_points_citizen_avg,extra_points_sheriff_avg
305,Премьер министр,https://gomafia.pro/stats/305,2023,41,39,58,49,20,,116 (59%),12 (6%),53 (27%),15 (8%),0.5,0.06,0.03,0.05,0.06
305,Премьер министр,https://gomafia.pro/stats/305,2024,43,41,46,38,60,,85 (63%),13 (10%),21 (16%),15 (11%),0.51,0.09,0.1,0.04,0.02
5692,Неординарная,https://gomafia.pro/stats/5692,2023,67,60,50,100,0,,10 (67%),2 (13%),3 (20%),0 (0%),0.93,0.2,0,0.07,0.05
5692,Неординарная,https://gomafia.pro/stats/5692,2024,40,33,0,100,100,,12 (80%),1 (7%),1 (7%),1 (7%),0.93,0.2,0.3,0.08,0
3008,Бек,https://gomafia.pro/stats/3008,2023,58,46,0,75,75,,13 (50%),1 (4%),8 (31%),4 (15%),1.08,0.24,0.1,0.04,0
3008,Бек,https://gomafia.pro/stats/3008,2024,67,58,100,100,0,,12 (80%),1 (7%),2 (13%),0 (0%),0.53,0.15,0,0.03,0.1
3872,Качан,https://gomafia.pro/stats/3872,2023,43,35,50,63,100,,37 (73%),4 (8%),8 (16%),2 (4%),0.61,0.08,0.35,0.05,0.03
3872,Качан,https://gomafia.pro/stats/3872,2024,33,32,17,50,33,,31 (65%),6 (13%),8 (17%),3 (6%),0.6,0.13,0.07,0.05,0
3604,sadafwewqeqw,https://gomafia.pro/stats/3604,2023,47,50,33,54,0,,14 (41%),6 (18%),13 (38%),1 (3%),0.94,0.08,0,0.12,0.07
3604,sadafwewqeqw,https://gomafia.pro/stats/3604,2024,44,43,43,48,40,,80 (60%),14 (11%),29 (22%),10 (8%),0.98,0.14,0.1,0.08,0.11
5060,Blizzard,https://gomafia.pro/stats/5060,2023,42,36,50,53,50,,45 (63%),6 (8%),15 (21%),6 (8%),0.71,0.12,0.12,0.05,0.08
5060,Blizzard,https://gomafia.pro/stats/5060,2024,47,40,40,69,67,,105 (67%),10 (6%),26 (17%),15 (10%),0.99,0.15,0.2,0.07,0.13
960,Komorebi,https://gomafia.pro/stats/960,2023,41,35,40,59,45,,54 (59%),10 (11%),17 (18%),11 (12%),0.49,0.15,0.07,0.02,0.02
960,Komorebi,https://gomafia.pro/stats/960,2024,52,52,30,57,56,,87 (60%),10 (7%),30 (21%),18 (12%),0.74,0.16,0.12,0.04,0.05
1077,Пешмерга,https://gomafia.pro/stats/1077,2023,48,44,20,79,40,,62 (72%),5 (6%),14 (16%),5 (6%),0.83,0.14,0.16,0.07,0.06
1077,Пешмерга,https://gomafia.pro/stats/1077,2024,36,29,33,63,43,,31 (56%),9 (16%),8 (15%),7 (13%),0.51,0.11,0.09,0.03,0.03
1110,Ассоль,https://gomafia.pro/stats/1110,2023,42,44,27,39,44,,85 (60%),11 (8%),28 (20%),18 (13%),0.66,0.09,0.09,0.05,0.08
1110,Ассоль,https://gomafia.pro/stats/1110,2024,50,48,100,40,57,,23 (55%),2 (5%),10 (24%),7 (17%),0.81,0.07,0.11,0.07,0.15
2365,ТП,https://gomafia.pro/stats/2365,2023,43,33,63,65,53,,114 (65%),8 (5%),37 (21%),17 (10%),0.93,0.14,0.1,0.08,0.05
2365,ТП,https://gomafia.pro/stats/2365,2024,45,38,50,63,50,,112 (62%),14 (8%),35 (19%),20 (11%),1.03,0.15,0.13,0.08,0.12
2191,Госпожа mf,https://gomafia.pro/stats/2191,2023,44,35,56,62,40,,31 (49%),9 (14%),13 (21%),10 (16%),0.63,0.07,0.06,0.05,0.09
2191,Госпожа mf,https://gomafia.pro/stats/2191,2024,44,34,100,67,33,,53 (68%),4 (5%),15 (19%),6 (8%),0.76,0.09,0.03,0.07,0.15
1062,Пельмень,https://gomafia.pro/stats/1062,2023,42,36,50,61,44,,56 (66%),2 (2%),18 (21%),9 (11%),0.92,0.17,0.16,0.06,0.15
1062,Пельмень,https://gomafia.pro/stats/1062,2024,48,41,33,80,29,,32 (51%),9 (14%),15 (24%),7 (11%),1.02,0.15,0.11,0.09,0.07
686,Шило,https://gomafia.pro/stats/686,2023,43,28,56,71,78,,57 (62%),9 (10%),17 (18%),9 (10%),0.68,0.12,0.06,0.05,0.11
686,Шило,https://gomafia.pro/stats/686,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
573,Жэ,https://gomafia.pro/stats/573,2023,40,38,24,51,46,,120 (61%),25 (13%),39 (20%),13 (7%),0.48,0.08,0.1,0.04,0.02
573,Жэ,https://gomafia.pro/stats/573,2024,41,36,31,59,45,,104 (61%),13 (8%),32 (19%),22 (13%),0.85,0.12,0.13,0.07,0.05
4767,Ричик,https://gomafia.pro/stats/4767,2023,46,56,0,50,50,,16 (62%),4 (15%),4 (15%),2 (8%),1,0.18,0.05,0.11,0
4767,Ричик,https://gomafia.pro/stats/4767,2024,49,41,50,69,64,,54 (66%),4 (5%),13 (16%),11 (13%),0.76,0.12,0.12,0.06,0.03
1046,Дерзкий,https://gomafia.pro/stats/1046,2023,48,33,58,71,50,,33 (50%),12 (18%),17 (26%),4 (6%),0.77,0.08,0.08,0.06,0.12
1046,Дерзкий,https://gomafia.pro/stats/1046,2024,45,45,29,67,33,,40 (71%),7 (13%),6 (11%),3 (5%),0.88,0.1,0.1,0.09,0.06
3205,Триббиани,https://gomafia.pro/stats/3205,2023,42,37,13,65,36,,70 (59%),8 (7%),26 (22%),14 (12%),0.77,0.16,0.1,0.05,0.01
3205,Триббиани,https://gomafia.pro/stats/3205,2024,35,28,20,41,71,,46 (61%),5 (7%),17 (23%),7 (9%),0.56,0.09,0.2,0.03,0.02
1681,Просто Толя,https://gomafia.pro/stats/1681,2023,42,35,41,48,63,,145 (57%),29 (11%),52 (21%),27 (11%),0.6,0.08,0.14,0.04,0.04
1681,Просто Толя,https://gomafia.pro/stats/1681,2024,45,35,35,59,76,,241 (56%),52 (12%),88 (20%),51 (12%),0.93,0.09,0.19,0.08,0.08
1183,Молчаливый Боб,https://gomafia.pro/stats/1183,2023,50,47,60,50,67,,36 (64%),5 (9%),12 (21%),3 (5%),0.52,0.03,0.13,0.05,0.04
1183,Молчаливый Боб,https://gomafia.pro/stats/1183,2024,50,38,100,50,80,,16 (62%),1 (4%),4 (15%),5 (19%),0.62,0.03,0.2,0.02,0.2
5666,Крылова,https://gomafia.pro/stats/5666,2023,67,17,100,100,100,,6 (40%),4 (27%),2 (13%),3 (20%),1.2,0.3,0.13,0.05,0.13
5666,Крылова,https://gomafia.pro/stats/5666,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
1730,Парадокс,https://gomafia.pro/stats/1730,2023,42,35,22,71,43,,48 (55%),9 (10%),17 (19%),14 (16%),0.99,0.19,0.11,0.07,0.08
1730,Парадокс,https://gomafia.pro/stats/1730,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
1955,Богема,https://gomafia.pro/stats/1955,2023,44,36,43,60,61,,148 (61%),30 (12%),42 (17%),23 (9%),0.58,0.09,0.13,0.04,0.05
1955,Богема,https://gomafia.pro/stats/1955,2024,45,40,40,52,63,,205 (57%),30 (8%),91 (25%),32 (9%),0.74,0.11,0.15,0.05,0.07
3951,Comrad,https://gomafia.pro/stats/3951,2023,73,50,0,100,100,,6 (55%),0 (0%),4 (36%),1 (9%),0.45,0.13,0,0,0
3951,Comrad,https://gomafia.pro/stats/3951,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4270,Preto,https://gomafia.pro/stats/4270,2023,46,39,50,50,67,,18 (49%),8 (22%),8 (22%),3 (8%),0.81,0.15,0.1,0.04,0.09
4270,Preto,https://gomafia.pro/stats/4270,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2256,Holder,https://gomafia.pro/stats/2256,2023,43,32,71,57,50,,38 (57%),7 (10%),14 (21%),8 (12%),1.09,0.17,0.14,0.08,0.1
2256,Holder,https://gomafia.pro/stats/2256,2024,33,31,0,44,33,,29 (69%),1 (2%),9 (21%),3 (7%),0.69,0.12,0.07,0.06,0
986,One,https://gomafia.pro/stats/986,2023,47,41,33,56,73,,73 (61%),9 (8%),27 (23%),11 (9%),1.11,0.14,0.2,0.09,0.06
986,One,https://gomafia.pro/stats/986,2024,36,35,23,43,50,,37 (53%),13 (19%),14 (20%),6 (9%),0.89,0.14,0.08,0.07,0.09
2875,Дюран,https://gomafia.pro/stats/2875,2023,46,47,8,55,54,,88 (57%),13 (8%),29 (19%),24 (16%),0.61,0.08,0.06,0.06,0.03
2875,Дюран,https://gomafia.pro/stats/2875,2024,47,43,37,61,52,,106 (59%),19 (10%),33 (18%),23 (13%),0.81,0.12,0.12,0.07,0.03
4760,simbа_,https://gomafia.pro/stats/4760,2023,61,63,40,78,33,,19 (53%),5 (14%),9 (25%),3 (8%),0.78,0.21,0,0.05,0
4760,simbа_,https://gomafia.pro/stats/4760,2024,60,50,0,100,0,,6 (60%),1 (10%),3 (30%),0 (0%),0.6,0.1,0,0.05,0
5145,Skendel,https://gomafia.pro/stats/5145,2023,57,55,67,55,100,,22 (59%),3 (8%),11 (30%),1 (3%),0.76,0.05,0.4,0.08,0
5145,Skendel,https://gomafia.pro/stats/5145,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3963,Сплюшка,https://gomafia.pro/stats/3963,2023,49,52,45,52,20,,42 (53%),11 (14%),21 (27%),5 (6%),0.84,0.07,0.06,0.09,0.12
3963,Сплюшка,https://gomafia.pro/stats/3963,2024,43,30,50,67,71,,43 (63%),6 (9%),12 (18%),7 (10%),0.9,0.13,0.14,0.07,0.08
1454,Мираж,https://gomafia.pro/stats/1454,2023,40,34,40,45,64,,145 (64%),15 (7%),44 (19%),22 (10%),0.58,0.08,0.15,0.04,0.03
1454,Мираж,https://gomafia.pro/stats/1454,2024,46,35,46,69,66,,244 (61%),35 (9%),80 (20%),41 (10%),0.7,0.13,0.12,0.05,0.03
322,Люблю грубо,https://gomafia.pro/stats/322,2023,57,50,0,100,67,,8 (57%),1 (7%),2 (14%),3 (21%),1.29,0.35,0.1,0.1,0
322,Люблю грубо,https://gomafia.pro/stats/322,2024,46,30,42,76,83,,43 (55%),12 (15%),17 (22%),6 (8%),0.97,0.18,0.18,0.04,0.13
349,Юджин,https://gomafia.pro/stats/349,2023,52,43,33,67,89,,40 (66%),3 (5%),9 (15%),9 (15%),0.69,0.1,0.19,0.04,0.07
349,Юджин,https://gomafia.pro/stats/349,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2060,_RamzzeS_,https://gomafia.pro/stats/2060,2023,45,48,33,33,57,,33 (60%),6 (11%),9 (16%),7 (13%),0.42,0.01,0.04,0.04,0.08
2060,_RamzzeS_,https://gomafia.pro/stats/2060,2024,46,41,50,80,0,,17 (65%),2 (8%),5 (19%),2 (8%),0.69,0.2,0,0.04,0.05
3789,Мулан,https://gomafia.pro/stats/3789,2023,48,50,25,50,50,,28 (58%),4 (8%),8 (17%),8 (17%),0.85,0.09,0.14,0.07,0.08
3789,Мулан,https://gomafia.pro/stats/3789,2024,17,29,0,0,0,,7 (58%),1 (8%),4 (33%),0 (0%),0.08,0,0,0.01,0
3657,David23,https://gomafia.pro/stats/3657,2023,43,43,42,58,25,,118 (67%),12 (7%),26 (15%),20 (11%),0.69,0.13,0.04,0.06,0.04
3657,David23,https://gomafia.pro/stats/3657,2024,47,47,28,52,60,,73 (57%),18 (14%),23 (18%),15 (12%),0.94,0.13,0.15,0.07,0.08
3889,Клоун228,https://gomafia.pro/stats/3889,2023,50,47,38,82,0,,30 (58%),8 (15%),11 (21%),3 (6%),1.02,0.27,0,0.05,0.11
3889,Клоун228,https://gomafia.pro/stats/3889,2024,43,40,25,71,44,,57 (59%),16 (17%),14 (15%),9 (9%),0.94,0.18,0.1,0.08,0.08
1087,Хола,https://gomafia.pro/stats/1087,2023,44,39,45,49,72,,190 (64%),33 (11%),47 (16%),29 (10%),0.59,0.08,0.11,0.05,0.05
1087,Хола,https://gomafia.pro/stats/1087,2024,45,39,39,57,62,,234 (61%),33 (9%),79 (21%),37 (10%),0.78,0.14,0.11,0.05,0.07
4555,UnuEl,https://gomafia.pro/stats/4555,2023,64,56,0,100,100,,9 (82%),0 (0%),1 (9%),1 (9%),1.27,0.3,0.3,0.09,0
4555,UnuEl,https://gomafia.pro/stats/4555,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4290,Блок,https://gomafia.pro/stats/4290,2023,45,42,33,50,67,,31 (55%),9 (16%),10 (18%),6 (11%),0.66,0.12,0.12,0.05,0.01
4290,Блок,https://gomafia.pro/stats/4290,2024,39,34,24,54,50,,104 (57%),17 (9%),39 (21%),22 (12%),0.9,0.13,0.13,0.07,0.04
2449,Скажет,https://gomafia.pro/stats/2449,2023,51,38,100,60,75,,40 (60%),4 (6%),15 (22%),8 (12%),1.04,0.09,0.18,0.08,0.25
2449,Скажет,https://gomafia.pro/stats/2449,2024,39,30,14,58,100,,53 (64%),7 (8%),19 (23%),4 (5%),0.96,0.18,0.15,0.07,0.07
1488,А2,https://gomafia.pro/stats/1488,2023,33,23,71,41,45,,60 (63%),7 (7%),17 (18%),11 (12%),0.24,0.04,0.03,0.02,0.07
1488,А2,https://gomafia.pro/stats/1488,2024,44,38,30,54,71,,133 (53%),30 (12%),65 (26%),21 (8%),0.72,0.11,0.15,0.06,0.01
5401,Хамелеон147,https://gomafia.pro/stats/5401,2023,67,78,0,50,100,,9 (60%),2 (13%),2 (13%),2 (13%),1.07,0,0.15,0.14,0
5401,Хамелеон147,https://gomafia.pro/stats/5401,2024,45,53,0,50,0,,15 (68%),1 (5%),4 (18%),2 (9%),0.36,0.03,0,0.05,0
1638,Мустафа,https://gomafia.pro/stats/1638,2023,45,35,33,70,56,,46 (55%),9 (11%),20 (24%),9 (11%),0.52,0.11,0.08,0.02,0.06
1638,Мустафа,https://gomafia.pro/stats/1638,2024,45,36,67,67,0,,14 (70%),3 (15%),3 (15%),0 (0%),0.6,0.1,0,0.03,0.17
3857,Oscar,https://gomafia.pro/stats/3857,2023,53,50,0,100,50,,12 (80%),0 (0%),1 (7%),2 (13%),1.13,0.3,0.15,0.09,0
3857,Oscar,https://gomafia.pro/stats/3857,2024,44,48,0,50,33,,29 (81%),2 (6%),2 (6%),3 (8%),0.75,0.2,0.1,0.07,0
861,.,https://gomafia.pro/stats/861,2023,64,67,0,50,100,,3 (27%),0 (0%),6 (55%),2 (18%),1.27,0.08,0.35,0.07,0
861,.,https://gomafia.pro/stats/861,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
3665,Investor,https://gomafia.pro/stats/3665,2023,50,43,67,25,100,,14 (54%),6 (23%),4 (15%),2 (8%),0.31,0,0.15,0.03,0.02
3665,Investor,https://gomafia.pro/stats/3665,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
1571,Графиня,https://gomafia.pro/stats/1571,2023,50,48,50,54,67,,40 (65%),6 (10%),13 (21%),3 (5%),0.42,0.15,0,0.01,0.03
1571,Графиня,https://gomafia.pro/stats/1571,2024,45,33,57,67,67,,46 (62%),7 (9%),15 (20%),6 (8%),0.43,0.11,0.05,0.02,0.03
1456,ХАН,https://gomafia.pro/stats/1456,2023,40,33,33,63,55,,75 (64%),12 (10%),19 (16%),11 (9%),0.74,0.16,0.11,0.05,0.06
1456,ХАН,https://gomafia.pro/stats/1456,2024,42,33,20,65,50,,33 (56%),5 (8%),17 (29%),4 (7%),0.93,0.17,0.13,0.06,0
20,Адвокат,https://gomafia.pro/stats/20,2023,40,32,33,51,80,,90 (57%),18 (11%),39 (25%),10 (6%),0.95,0.16,0.22,0.06,0.06
20,Адвокат,https://gomafia.pro/stats/20,2024,55,56,37,55,69,,96 (59%),19 (12%),31 (19%),16 (10%),1.09,0.15,0.21,0.09,0.08
1037,Телепат,https://gomafia.pro/stats/1037,2023,45,53,0,40,0,,15 (68%),1 (5%),5 (23%),1 (5%),1.05,0.12,0,0.11,0
1037,Телепат,https://gomafia.pro/stats/1037,2024,49,43,36,62,61,,113 (52%),25 (11%),53 (24%),28 (13%),1.19,0.17,0.17,0.09,0.08
1809,Ромашкa,https://gomafia.pro/stats/1809,2023,50,48,57,60,44,,40 (61%),7 (11%),10 (15%),9 (14%),0.39,0.07,0.07,0.03,0.03
1809,Ромашкa,https://gomafia.pro/stats/1809,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2538,Yupi,https://gomafia.pro/stats/2538,2023,52,32,71,53,91,,31 (47%),7 (11%),17 (26%),11 (17%),0.82,0.09,0.17,0.06,0.03
2538,Yupi,https://gomafia.pro/stats/2538,2024,45,57,0,33,0,,7 (64%),1 (9%),3 (27%),0 (0%),0.82,0.1,0,0.09,0
2112,Висп,https://gomafia.pro/stats/2112,2023,42,26,0,69,71,,34 (58%),2 (3%),16 (27%),7 (12%),0.71,0.14,0.11,0.03,0
2112,Висп,https://gomafia.pro/stats/2112,2024,15,17,0,20,0,,12 (60%),1 (5%),5 (25%),2 (10%),0.3,0.04,0,0.02,0.2
2773,Belochka,https://gomafia.pro/stats/2773,2023,55,50,0,0,100,,10 (91%),0 (0%),0 (0%),1 (9%),1.36,0,0.4,0.11,0
2773,Belochka,https://gomafia.pro/stats/2773,2024,27,0,0,100,0,,9 (60%),2 (13%),4 (27%),0 (0%),1,0.23,0,0.07,0
294,plohoy paren,https://gomafia.pro/stats/294,2023,48,42,36,68,54,,64 (57%),14 (12%),22 (19%),13 (12%),1.04,0.16,0.15,0.08,0.06
294,plohoy paren,https://gomafia.pro/stats/294,2024,44,39,40,55,50,,36 (58%),5 (8%),11 (18%),10 (16%),1.02,0.15,0.09,0.09,0.06
272,Нелли,https://gomafia.pro/stats/272,2023,45,42,57,60,14,,78 (67%),7 (6%),25 (21%),7 (6%),0.78,0.12,0.06,0.06,0.11
272,Нелли,https://gomafia.pro/stats/272,2024,44,40,27,64,50,,140 (61%),26 (11%),47 (20%),18 (8%),0.78,0.12,0.14,0.06,0.05
1061,Иннабель,https://gomafia.pro/stats/1061,2023,45,42,45,54,46,,65 (57%),11 (10%),26 (23%),13 (11%),0.9,0.13,0.07,0.08,0.12
1061,Иннабель,https://gomafia.pro/stats/1061,2024,49,38,50,71,88,,64 (66%),4 (4%),21 (22%),8 (8%),1.01,0.17,0.28,0.06,0.13
169,Dying Devil,https://gomafia.pro/stats/169,2023,44,38,29,51,75,,155 (64%),17 (7%),45 (19%),24 (10%),1.02,0.11,0.2,0.09,0.06
169,Dying Devil,https://gomafia.pro/stats/169,2024,44,39,31,59,59,,216 (59%),35 (10%),80 (22%),34 (9%),1.3,0.16,0.18,0.12,0.09
3809,Пожилой,https://gomafia.pro/stats/3809,2023,56,45,50,70,50,,11 (44%),2 (8%),10 (40%),2 (8%),1.04,0.18,0.2,0.02,0.1
3809,Пожилой,https://gomafia.pro/stats/3809,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
1814,Привет,https://gomafia.pro/stats/1814,2023,32,20,50,83,60,,45 (75%),4 (7%),6 (10%),5 (8%),0.45,0.22,0,0.02,0.1
1814,Привет,https://gomafia.pro/stats/1814,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
5019,Ромашка_,https://gomafia.pro/stats/5019,2023,52,60,50,43,50,,10 (48%),2 (10%),7 (33%),2 (10%),0.95,0.07,0.15,0.06,0.3
5019,Ромашка_,https://gomafia.pro/stats/5019,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2605,Lutik,https://gomafia.pro/stats/2605,2023,44,36,25,86,0,,25 (69%),4 (11%),7 (19%),0 (0%),1.31,0.14,0,0.14,0.08
2605,Lutik,https://gomafia.pro/stats/2605,2024,44,45,50,38,43,,38 (56%),10 (15%),13 (19%),7 (10%),0.57,0.1,0.04,0.05,0.05
4545,ЖД,https://gomafia.pro/stats/4545,2023,48,41,43,60,60,,37 (54%),7 (10%),15 (22%),10 (14%),0.74,0.16,0.15,0.02,0.04
4545,ЖД,https://gomafia.pro/stats/4545,2024,44,37,33,61,58,,137 (59%),24 (10%),46 (20%),24 (10%),0.67,0.1,0.15,0.04,0.04
1170,Shade,https://gomafia.pro/stats/1170,2023,44,42,40,47,50,,85 (65%),15 (11%),19 (15%),12 (9%),0.47,0.07,0.04,0.04,0.09
1170,Shade,https://gomafia.pro/stats/1170,2024,54,48,80,58,67,,40 (63%),5 (8%),12 (19%),6 (10%),0.84,0.12,0.13,0.07,0.1
4046,Адвокат77,https://gomafia.pro/stats/4046,2023,49,41,48,65,63,,128 (56%),21 (9%),54 (24%),24 (11%),0.86,0.14,0.11,0.06,0.08
4046,Адвокат77,https://gomafia.pro/stats/4046,2024,41,32,40,60,33,,28 (55%),5 (10%),15 (29%),3 (6%),0.84,0.08,0.13,0.09,0.04
1090,РусКор,https://gomafia.pro/stats/1090,2023,42,41,35,49,47,,183 (64%),26 (9%),59 (21%),17 (6%),0.73,0.11,0.09,0.06,0.05
1090,РусКор,https://gomafia.pro/stats/1090,2024,45,39,48,50,76,,180 (63%),33 (12%),48 (17%),25 (9%),0.8,0.13,0.13,0.06,0.08
4999,Пчелёнок,https://gomafia.pro/stats/4999,2023,57,46,67,80,0,,13 (62%),3 (14%),5 (24%),0 (0%),1.05,0.16,0,0.09,0.07
4999,Пчелёнок,https://gomafia.pro/stats/4999,2024,52,58,40,50,33,,19 (61%),5 (16%),4 (13%),3 (10%),1.1,0.18,0.03,0.12,0.08
1520,Nigma,https://gomafia.pro/stats/1520,2023,38,26,0,100,67,,27 (73%),2 (5%),5 (14%),3 (8%),0.65,0.16,0.23,0.03,0
1520,Nigma,https://gomafia.pro/stats/1520,2024,48,37,50,68,69,,94 (57%),20 (12%),38 (23%),13 (8%),1.01,0.18,0.12,0.07,0.08
1609,Liric,https://gomafia.pro/stats/1609,2023,50,43,40,70,40,,14 (41%),5 (15%),10 (29%),5 (15%),1,0.15,0.12,0.09,0
1609,Liric,https://gomafia.pro/stats/1609,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
2408,Marie,https://gomafia.pro/stats/2408,2023,51,49,25,50,86,,61 (69%),4 (5%),16 (18%),7 (8%),0.72,0.09,0.17,0.06,0.05
2408,Marie,https://gomafia.pro/stats/2408,2024,37,30,0,75,100,,37 (73%),4 (8%),8 (16%),2 (4%),0.55,0.2,0.1,0.02,0.03
4451,Никнейм,https://gomafia.pro/stats/4451,2023,60,57,100,100,0,,7 (70%),1 (10%),1 (10%),1 (10%),0.6,0,0,0.09,0
4451,Никнейм,https://gomafia.pro/stats/4451,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
4320,Сима,https://gomafia.pro/stats/4320,2023,48,46,33,73,25,,37 (64%),6 (10%),11 (19%),4 (7%),0.48,0.1,0.05,0.04,0
4320,Сима,https://gomafia.pro/stats/4320,2024,47,41,27,69,57,,91 (55%),22 (13%),39 (23%),14 (8%),0.67,0.13,0.12,0.04,0.04
269,Мара,https://gomafia.pro/stats/269,2023,45,42,33,62,40,,64 (60%),12 (11%),21 (20%),10 (9%),0.73,0.12,0.05,0.06,0.07
269,Мара,https://gomafia.pro/stats/269,2024,42,32,67,63,75,,37 (71%),3 (6%),8 (15%),4 (8%),0.88,0.16,0.15,0.06,0.13
3854,Амарена,https://gomafia.pro/stats/3854,2023,52,47,100,0,67,,15 (71%),2 (10%),1 (5%),3 (14%),0.81,0,0.2,0.05,0.15
3854,Амарена,https://gomafia.pro/stats/3854,2024,35,27,19,46,72,,166 (62%),21 (8%),48 (18%),32 (12%),0.54,0.09,0.13,0.03,0.02
189,Фея,https://gomafia.pro/stats/189,2023,60,30,50,100,100,,10 (50%),2 (10%),7 (35%),1 (5%),0.65,0.09,0.3,0.04,0
189,Фея,https://gomafia.pro/stats/189,2024,30,40,50,0,0,,5 (50%),2 (20%),3 (30%),0 (0%),0.4,0,0,0.08,0
2718,Fosta,https://gomafia.pro/stats/2718,2023,48,60,0,50,0,,15 (71%),2 (10%),2 (10%),2 (10%),0.29,0.1,0,0.03,0
2718,Fosta,https://gomafia.pro/stats/2718,2024,0,0,0,0,0,,0 (0%),0 (0%),0 (0%),0 (0%),0,0,0,0,0
924,Инга Ур Ур,https://gomafia.pro/stats/924,2023,41,33,25,65,50,,48 (59%),8 (10%),17 (21%),8 (10%),0.58,0.15,0.08,0.03,0
924,Инга Ур Ур,https://gomafia.pro/stats/924,2024,33,27,33,38,60,,33 (61%),3 (6%),13 (24%),5 (9%),0.78,0.09,0.16,0.06,0.03
1229,Gatsby,https://gomafia.pro/stats/1229,2023,42,33,42,61,67,,64 (62%),12 (12%),18 (17%),9 (9%),0.76,0.18,0.12,0.04,0.08
1229,Gatsby,https://gomafia.pro/stats/1229,2024,38,30,25,60,50,,10 (48%),4 (19%),5 (24%),2 (10%),0.9,0.18,0.15,0.07,0
654,GeneVa,https://gomafia.pro/stats/654,2023,47,37,100,70,40,,27 (63%),1 (2%),10 (23%),5 (12%),0.77,0.15,0.06,0.05,0.2
654,GeneVa,https://gomafia.pro/stats/654,2024,52,64,0,33,67,,11 (52%),1 (5%),6 (29%),3 (14%),0.48,0,0.2,0.04,0
4380,Д_503,https://gomafia.pro/stats/4380,2023,50,58,40,38,33,,26 (62%),5 (12%),8 (19%),3 (7%),0.67,0.11,0.1,0.05,0.08
4380,Д_503,https://gomafia.pro/stats/4380,2024,48,38,80,58,45,,56 (55%),10 (10%),24 (24%),11 (11%),0.68,0.12,0.07,0.04,0.09
5241,Щенкограч,https://gomafia.pro/stats/5241,2023,50,45,43,73,50,,38 (58%),7 (11%),11 (17%),10 (15%),0.82,0.18,0.07,0.06,0.06
5241,Щенкограч,https://gomafia.pro/stats/5241,2024,46,46,20,62,38,,41 (61%),5 (7%),13 (19%),8 (12%),0.85,0.12,0.09,0.08,0
2572,Ариадна,https://gomafia.pro/stats/2572,2023,42,36,56,59,33,,50 (59%),9 (11%),17 (20%),9 (11%),0.36,0.05,0.07,0.02,0.04
2572,Ариадна,https://gomafia.pro/stats/2572,2024,32,22,14,70,33,,27 (57%),7 (15%),10 (21%),3 (6%),0.4,0.14,0,0.02,0
2719,Псих,https://gomafia.pro/stats/2719,2023,52,47,100,53,64,,59 (66%),2 (2%),17 (19%),11 (12%),0.92,0.13,0.18,0.06,0.15
2719,Псих,https://gomafia.pro/stats/2719,2024,46,42,41,60,55,,78 (62%),17 (13%),20 (16%),11 (9%),0.92,0.16,0.11,0.08,0.04
3970,Луи,https://gomafia.pro/stats/3970,2023,51,42,45,80,63,,53 (61%),11 (13%),15 (17%),8 (9%),0.61,0.08,0.11,0.05,0.05
3970,Луи,https://gomafia.pro/stats/3970,2024,44,41,54,48,46,,73 (60%),13 (11%),23 (19%),13 (11%),0.66,0.1,0.1,0.04,0.1
4488,Норман,https://gomafia.pro/stats/4488,2023,39,30,29,52,70,,53 (53%),14 (14%),23 (23%),10 (10%),0.67,0.1,0.11,0.05,0.05
4488,Норман,https://gomafia.pro/stats/4488,2024,38,37,34,44,43,,143 (65%),29 (13%),27 (12%),21 (10%),0.63,0.08,0.11,0.06,0.06
